AssmentYr,ProjYear,lag,Area,Species,ABC,OFL,TAC,OY,Order
2012,2012,1,SEO,Demersal Shelf Rockfish,293,467,293,1,14
2012,2012,1,C,Thornyhead Rockfish,766,,766,1,15
2012,2012,1,E,Thornyhead Rockfish,749,,749,1,15
2012,2012,1,Total (GW),Thornyhead Rockfish,1665,2220,1665,1,15
2012,2012,1,W,Thornyhead Rockfish,150,,150,1,15
2012,2012,1,C,Other Rockfish,606,,606,1,16
2012,2012,1,SEO,Other Rockfish,3165,,200,1,16
2012,2012,1,Total,Other Rockfish,4045,5305,1080,1,16
2012,2012,1,W,Other Rockfish,44,,44,1,16
2012,2012,1,WYK,Other Rockfish,230,,230,1,16
2012,2012,1,Total (GW),Atka Mackerel,4700,6200,2000,1,17
2012,2012,1,C,Big Skates,1793,,1793,1,18
2012,2012,1,E,Big Skates,1505,,1505,1,18
2012,2012,1,Total,Big Skates,3767,5023,3767,1,18
2012,2012,1,W,Big Skates,469,,469,1,18
2012,2012,1,C,Longnose Skates,1879,,1879,1,19
2012,2012,1,E,Longnose Skates,676,,676,1,19
2012,2012,1,Total,Longnose Skates,2625,3500,2625,1,19
2012,2012,1,W,Longnose Skates,70,,70,1,19
2012,2012,1,GW,Other Skates,2030,2706,2030,1,20
2012,2012,1,GW,Sharks,6028,8037,6028,1,21
2012,2012,1,GW,Octopus,1455,1941,1455,1,22
2012,2012,1,,Total,606048,747780,438159,1,23
2012,2012,1,GW,Sculpins,5731,7641,5731,1,24
2012,2012,1,GW,Squids,1148,1530,1148,1,25
2013,2013,1,Chirikof (620),Pollock,51443,,51443,1,1
2013,2013,1,Kodiak (630),Pollock,27372,,27372,1,1
2013,2013,1,SEO (650),Pollock,10774,14366,10774,1,1
2013,2013,1,Shumagin (610),Pollock,28072,,28072,1,1
2013,2013,1,Total,Pollock,121046,165183,121046,1,1
2013,2013,1,W/C/WYK (subtotal),Pollock,110272,150817,110272,1,1
2013,2013,1,WYK (640),Pollock,3385,,3385,1,1
2013,2013,1,C,Pacific cod,49288,,36966,1,2
2013,2013,1,E,Pacific cod,3232,,2424,1,2
2013,2013,1,Total,Pacific cod,80800,97200,60600,1,2
2013,2013,1,W,Pacific cod,28280,,21210,1,2
2013,2013,1,C,Sablefish,5540,,5540,1,3
2013,2013,1,E (WYK and SEO subtotal),Sablefish,5220,,5220,1,3
2013,2013,1,SEO,Sablefish,3190,,3190,1,3
2013,2013,1,Total,Sablefish,12510,14780,12510,1,3
2013,2013,1,W,Sablefish,1750,,1750,1,3
2013,2013,1,WYK,Sablefish,2030,,2030,1,3
2013,2013,1,C,Shallow-water Flatfish,20168,,18000,1,4
2013,2013,1,SEO,Shallow-water Flatfish,1180,,1180,1,4
2013,2013,1,Total,Shallow-water Flatfish,45484,55680,37077,1,4
2013,2013,1,W,Shallow-water Flatfish,19489,,13250,1,4
2013,2013,1,WYK,Shallow-water Flatfish,4647,,4647,1,4
2013,2013,1,C,Deep-water Flatfish,2308,,2308,1,5
2013,2013,1,SEO,Deep-water Flatfish,1061,,1061,1,5
2013,2013,1,Total,Deep-water Flatfish,5126,6834,5126,1,5
2013,2013,1,W,Deep-water Flatfish,176,,176,1,5
2013,2013,1,WYK,Deep-water Flatfish,1581,,1581,1,5
2013,2013,1,C,Rex Sole,6376,,6376,1,6
2013,2013,1,SEO,Rex Sole,1052,,1052,1,6
2013,2013,1,Total,Rex Sole,9560,12492,9560,1,6
2013,2013,1,W,Rex Sole,1300,,1300,1,6
2013,2013,1,WYK,Rex Sole,832,,832,1,6
2013,2013,1,C,Arrowtooth Flounder,141527,,75000,1,7
2013,2013,1,SEO,Arrowtooth Flounder,20826,,6900,1,7
2013,2013,1,Total,Arrowtooth Flounder,210451,247196,103300,1,7
2013,2013,1,W,Arrowtooth Flounder,27181,,14500,1,7
2013,2013,1,WYK,Arrowtooth Flounder,20917,,6900,1,7
2013,2013,1,C,Flathead Sole,26563,,15400,1,8
2013,2013,1,SEO,Flathead Sole,1760,,1760,1,8
2013,2013,1,Total,Flathead Sole,48738,61036,30496,1,8
2013,2013,1,W,Flathead Sole,15729,,8650,1,8
2013,2013,1,WYK,Flathead Sole,4686,,4686,1,8
2013,2013,1,C,Pacific Ocean Perch,10926,,10926,1,9
2013,2013,1,SEO,Pacific Ocean Perch,1805,2081,1805,1,9
2013,2013,1,Total,Pacific Ocean Perch,16412,18919,16412,1,9
2013,2013,1,W,Pacific Ocean Perch,2040,,2040,1,9
2013,2013,1,W/C/WYK,Pacific Ocean Perch,,16838,,1,9
2013,2013,1,WYK,Pacific Ocean Perch,1641,,1641,1,9
2013,2013,1,C,Northern Rockfish,3122,,3122,1,10
2013,2013,1,E,Northern Rockfish,0,,0,1,10
2013,2013,1,Total,Northern Rockfish,5130,6124,5130,1,10
2013,2013,1,W,Northern Rockfish,2008,,2008,1,10
2013,2013,1,C,Shortraker Rockfish,452,,452,1,11
2013,2013,1,E,Shortraker Rockfish,525,,525,1,11
2013,2013,1,Total,Shortraker Rockfish,1081,1441,1081,1,11
2013,2013,1,W,Shortraker Rockfish,104,,104,1,11
2013,2013,1,C,Dusky Rockfish (pelagic shelf rockfish),3533,,3533,1,12
2013,2013,1,SEO,Dusky Rockfish (pelagic shelf rockfish),295,,295,1,12
2013,2013,1,Total,Dusky Rockfish (pelagic shelf rockfish),4700,5746,4700,1,12
2013,2013,1,W,Dusky Rockfish (pelagic shelf rockfish),377,,377,1,12
2013,2013,1,WYK,Dusky Rockfish (pelagic shelf rockfish),495,,495,1,12
2013,2013,1,C,Rougheye and Blackspotted Rockfish,856,,856,1,13
2013,2013,1,E,Rougheye and Blackspotted Rockfish,295,,295,1,13
2013,2013,1,Total,Rougheye and Blackspotted Rockfish,1232,1482,1232,1,13
2013,2013,1,W,Rougheye and Blackspotted Rockfish,81,,81,1,13
2013,2013,1,SEO,Demersal Shelf Rockfish,303,487,303,1,14
2013,2013,1,C,Thornyhead Rockfish,766,,766,1,15
2013,2013,1,E,Thornyhead Rockfish,749,,749,1,15
2013,2013,1,Total (GW),Thornyhead Rockfish,1665,2220,1665,1,15
2013,2013,1,W,Thornyhead Rockfish,150,,150,1,15
2013,2013,1,C,Other Rockfish,606,,606,1,16
2013,2013,1,SEO,Other Rockfish,3165,,200,1,16
2013,2013,1,Total,Other Rockfish,4045,5305,1080,1,16
2013,2013,1,W,Other Rockfish,44,,44,1,16
2013,2013,1,WYK,Other Rockfish,230,,230,1,16
2013,2013,1,Total (GW),Atka Mackerel,4700,6200,2000,1,17
2013,2013,1,C,Big Skates,1793,,1793,1,18
2013,2013,1,E,Big Skates,1505,,1505,1,18
2013,2013,1,Total,Big Skates,3767,5023,3767,1,18
2013,2013,1,W,Big Skates,469,,469,1,18
2013,2013,1,C,Longnose Skates,1879,,1879,1,19
2013,2013,1,E,Longnose Skates,676,,676,1,19
2013,2013,1,Total,Longnose Skates,2625,3500,2625,1,19
2013,2013,1,W,Longnose Skates,70,,70,1,19
2013,2013,1,GW,Other Skates,2030,2706,2030,1,20
2013,2013,1,GW,Sharks,6028,8037,6028,1,21
2013,2013,1,GW,Octopus,1455,1941,1455,1,22
2013,2013,1,,Total,595920,738676,436255,1,23
2013,2013,1,GW,Sculpins,5884,7614,5884,1,24
2013,2013,1,GW,Squids,1148,1530,1148,1,25
2014,2014,1,Chirikof (620),Pollock,81784,,81784,1,1
2014,2014,1,Kodiak (630),Pollock,39756,,39756,1,1
2014,2014,1,SEO (650),Pollock,12625,16833,12625,1,1
2014,2014,1,Shumagin (610),Pollock,36070,,36070,1,1
2014,2014,1,Total,Pollock,174976,228831,174976,1,1
2014,2014,1,W/C/WYK (subtotal),Pollock,162351,211998,162351,1,1
2014,2014,1,WYK (640),Pollock,4741,,4741,1,1
2014,2014,1,C,Pacific cod,53100,,39825,1,2
2014,2014,1,E,Pacific cod,2655,,1991,1,2
2014,2014,1,Total,Pacific cod,88500,107300,64738,1,2
2014,2014,1,W,Pacific cod,32745,,22922,1,2
2014,2014,1,C,Sablefish,4681,,4681,1,3
2014,2014,1,E (WYK and SEO subtotal),Sablefish,4411,,4411,1,3
2014,2014,1,SEO,Sablefish,2695,,2695,1,3
2014,2014,1,Total,Sablefish,10572,12500,10572,1,3
2014,2014,1,W,Sablefish,1480,,1480,1,3
2014,2014,1,WYK,Sablefish,1716,,1716,1,3
2014,2014,1,C,Shallow-water Flatfish,17813,,17813,1,4
2014,2014,1,SEO,Shallow-water Flatfish,577,,577,1,4
2014,2014,1,Total,Shallow-water Flatfish,40805,50007,33679,1,4
2014,2014,1,W,Shallow-water Flatfish,20376,,13250,1,4
2014,2014,1,WYK,Shallow-water Flatfish,2039,,2039,1,4
2014,2014,1,C,Deep-water Flatfish,3727,,3727,1,5
2014,2014,1,SEO,Deep-water Flatfish,3911,,3911,1,5
2014,2014,1,Total,Deep-water Flatfish,13472,16159,13472,1,5
2014,2014,1,W,Deep-water Flatfish,302,,302,1,5
2014,2014,1,WYK,Deep-water Flatfish,5532,,5532,1,5
2014,2014,1,C,Rex Sole,6231,,6231,1,6
2014,2014,1,SEO,Rex Sole,1027,,1027,1,6
2014,2014,1,Total,Rex Sole,9341,12207,9341,1,6
2014,2014,1,W,Rex Sole,1270,,1270,1,6
2014,2014,1,WYK,Rex Sole,813,,813,1,6
2014,2014,1,C,Arrowtooth Flounder,115612,,75000,1,7
2014,2014,1,SEO,Arrowtooth Flounder,11372,,6900,1,7
2014,2014,1,Total,Arrowtooth Flounder,195358,229248,103300,1,7
2014,2014,1,W,Arrowtooth Flounder,31142,,14500,1,7
2014,2014,1,WYK,Arrowtooth Flounder,37232,,6900,1,7
2014,2014,1,C,Flathead Sole,24805,,15400,1,8
2014,2014,1,SEO,Flathead Sole,171,,171,1,8
2014,2014,1,Total,Flathead Sole,41231,50664,27746,1,8
2014,2014,1,W,Flathead Sole,12730,,8650,1,8
2014,2014,1,WYK,Flathead Sole,3525,,3525,1,8
2014,2014,1,C,Pacific Ocean Perch,12855,,12855,1,9
2014,2014,1,SEO,Pacific Ocean Perch,2124,1303,2124,1,9
2014,2014,1,Total,Pacific Ocean Perch,19309,22319,19309,1,9
2014,2014,1,W,Pacific Ocean Perch,2399,,2399,1,9
2014,2014,1,W/C/WYK,Pacific Ocean Perch,17185,21016,17185,1,9
2014,2014,1,WYK,Pacific Ocean Perch,1931,,1931,1,9
2014,2014,1,C,Northern Rockfish,4017,,4017,1,10
2014,2014,1,E,Northern Rockfish,0,,0,1,10
2014,2014,1,Total,Northern Rockfish,5322,6349,5322,1,10
2014,2014,1,W,Northern Rockfish,1305,,1305,1,10
2014,2014,1,C,Shortraker Rockfish,397,,397,1,11
2014,2014,1,E,Shortraker Rockfish,834,,834,1,11
2014,2014,1,Total,Shortraker Rockfish,1323,1764,1323,1,11
2014,2014,1,W,Shortraker Rockfish,92,,92,1,11
2014,2014,1,C,Dusky Rockfish (pelagic shelf rockfish),3584,,3584,1,12
2014,2014,1,SEO,Dusky Rockfish (pelagic shelf rockfish),201,,201,1,12
2014,2014,1,Total,Dusky Rockfish (pelagic shelf rockfish),5486,6708,5486,1,12
2014,2014,1,W,Dusky Rockfish (pelagic shelf rockfish),317,,317,1,12
2014,2014,1,WYK,Dusky Rockfish (pelagic shelf rockfish),1384,,1384,1,12
2014,2014,1,C,Rougheye and Blackspotted Rockfish,864,,864,1,13
2014,2014,1,E,Rougheye and Blackspotted Rockfish,298,,298,1,13
2014,2014,1,Total,Rougheye and Blackspotted Rockfish,1244,1497,1244,1,13
2014,2014,1,W,Rougheye and Blackspotted Rockfish,82,,82,1,13
2014,2014,1,SEO,Demersal Shelf Rockfish,274,438,274,1,14
2014,2014,1,C,Thornyhead Rockfish,875,,875,1,15
2014,2014,1,E,Thornyhead Rockfish,731,,731,1,15
2014,2014,1,Total (GW),Thornyhead Rockfish,1841,2454,1841,1,15
2014,2014,1,W,Thornyhead Rockfish,235,,235,1,15
2014,2014,1,SEO,Other Rockfish,2470,,200,1,16
2014,2014,1,Total,Other Rockfish,4081,5347,1811,1,16
2014,2014,1,W and C,Other Rockfish,1031,,1031,1,16
2014,2014,1,WYK,Other Rockfish,580,,580,1,16
2014,2014,1,Total (GW),Atka Mackerel,4700,6200,2000,1,17
2014,2014,1,C,Big Skates,1532,,1532,1,18
2014,2014,1,E,Big Skates,1641,,1641,1,18
2014,2014,1,Total,Big Skates,3762,5016,3762,1,18
2014,2014,1,W,Big Skates,589,,589,1,18
2014,2014,1,C,Longnose Skates,1935,,1935,1,19
2014,2014,1,E,Longnose Skates,834,,834,1,19
2014,2014,1,Total,Longnose Skates,2876,3835,2876,1,19
2014,2014,1,W,Longnose Skates,107,,107,1,19
2014,2014,1,GW,Other Skates,1989,2652,1989,1,20
2014,2014,1,GW,Sharks,5989,7986,5989,1,21
2014,2014,1,GW,Octopus,1507,2009,1507,1,22
2014,2014,1,,Total,640675,790468,499274,1,23
2014,2014,1,GW,Sculpins,5569,7448,5569,1,24
2014,2014,1,GW,Squids,1148,1530,1148,1,25
2015,2015,1,Chirikof (620),Pollock,97579,,97579,1,1
2015,2015,1,Kodiak (630),Pollock,52594,,52594,1,1
2015,2015,1,SEO (650),Pollock,12625,16833,12625,1,1
2015,2015,1,Shumagin (610),Pollock,31634,,31634,1,1
2015,2015,1,Total,Pollock,203934,273378,199151,1,1
2015,2015,1,W/C/WYK (subtotal),Pollock,,256545,186526,1,1
2015,2015,1,WYK (640),Pollock,4719,,4719,1,1
2015,2015,1,C,Pacific cod,61320,,45990,1,2
2015,2015,1,E,Pacific cod,2828,,2121,1,2
2015,2015,1,Total,Pacific cod,102850,140300,75202,1,2
2015,2015,1,W,Pacific cod,38702,,27091,1,2
2015,2015,1,C,Sablefish,4658,,4658,1,3
2015,2015,1,E (WYK and SEO subtotal),Sablefish,4390,,4390,1,3
2015,2015,1,SEO,Sablefish,2682,,2682,1,3
2015,2015,1,Total,Sablefish,10522,12425,10522,1,3
2015,2015,1,W,Sablefish,1474,,1474,1,3
2015,2015,1,WYK,Sablefish,1708,,1708,1,3
2015,2015,1,C,Shallow-water Flatfish,19297,,19297,1,4
2015,2015,1,SEO,Shallow-water Flatfish,625,,625,1,4
2015,2015,1,Total,Shallow-water Flatfish,44205,54207,35381,1,4
2015,2015,1,W,Shallow-water Flatfish,22074,,13250,1,4
2015,2015,1,WYK,Shallow-water Flatfish,2209,,2209,1,4
2015,2015,1,C,Deep-water Flatfish,3689,,3689,1,5
2015,2015,1,SEO,Deep-water Flatfish,3870,,3870,1,5
2015,2015,1,Total,Deep-water Flatfish,13334,15993,13334,1,5
2015,2015,1,W,Deep-water Flatfish,301,,301,1,5
2015,2015,1,WYK,Deep-water Flatfish,5474,,5474,1,5
2015,2015,1,C,Rex Sole,5816,,5816,1,6
2015,2015,1,SEO,Rex Sole,1304,,1304,1,6
2015,2015,1,Total,Rex Sole,9150,11957,9150,1,6
2015,2015,1,W,Rex Sole,1258,,1258,1,6
2015,2015,1,WYK,Rex Sole,772,,772,1,6
2015,2015,1,C,Arrowtooth Flounder,114170,,75000,1,7
2015,2015,1,SEO,Arrowtooth Flounder,11228,,6900,1,7
2015,2015,1,Total,Arrowtooth Flounder,192921,226390,103300,1,7
2015,2015,1,W,Arrowtooth Flounder,30752,,14500,1,7
2015,2015,1,WYK,Arrowtooth Flounder,36771,,6900,1,7
2015,2015,1,C,Flathead Sole,24876,,15400,1,8
2015,2015,1,SEO,Flathead Sole,171,,171,1,8
2015,2015,1,Total,Flathead Sole,41349,50792,27756,1,8
2015,2015,1,W,Flathead Sole,12767,,8650,1,8
2015,2015,1,WYK,Flathead Sole,3535,,3535,1,8
2015,2015,1,C,Pacific Ocean Perch,15873,,15873,1,9
2015,2015,1,SEO,Pacific Ocean Perch,823,954,823,1,9
2015,2015,1,Total,Pacific Ocean Perch,21012,24360,21012,1,9
2015,2015,1,W,Pacific Ocean Perch,2302,,2302,1,9
2015,2015,1,W/C/WYK,Pacific Ocean Perch,20189,23406,20189,1,9
2015,2015,1,WYK,Pacific Ocean Perch,2014,,2014,1,9
2015,2015,1,C,Northern Rockfish,3772,,3772,1,10
2015,2015,1,E,Northern Rockfish,0,,0,1,10
2015,2015,1,Total,Northern Rockfish,4998,5961,4998,1,10
2015,2015,1,W,Northern Rockfish,1226,,1226,1,10
2015,2015,1,C,Shortraker Rockfish,397,,397,1,11
2015,2015,1,E,Shortraker Rockfish,834,,834,1,11
2015,2015,1,Total,Shortraker Rockfish,1323,1764,1323,1,11
2015,2015,1,W,Shortraker Rockfish,92,,92,1,11
2015,2015,1,C,Dusky Rockfish (pelagic shelf rockfish),3336,,3336,1,12
2015,2015,1,SEO,Dusky Rockfish (pelagic shelf rockfish),189,,189,1,12
2015,2015,1,Total,Dusky Rockfish (pelagic shelf rockfish),5109,6246,5109,1,12
2015,2015,1,W,Dusky Rockfish (pelagic shelf rockfish),296,,296,1,12
2015,2015,1,WYK,Dusky Rockfish (pelagic shelf rockfish),1288,,1288,1,12
2015,2015,1,C,Rougheye and Blackspotted Rockfish,632,,632,1,13
2015,2015,1,E,Rougheye and Blackspotted Rockfish,375,,375,1,13
2015,2015,1,Total,Rougheye and Blackspotted Rockfish,1122,1345,1122,1,13
2015,2015,1,W,Rougheye and Blackspotted Rockfish,115,,115,1,13
2015,2015,1,SEO,Demersal Shelf Rockfish,225,361,225,1,14
2015,2015,1,C,Thornyhead Rockfish,875,,875,1,15
2015,2015,1,E,Thornyhead Rockfish,731,,731,1,15
2015,2015,1,Total (GW),Thornyhead Rockfish,1841,2454,1841,1,15
2015,2015,1,W,Thornyhead Rockfish,235,,235,1,15
2015,2015,1,SEO,Other Rockfish,2469,,200,1,16
2015,2015,1,Total,Other Rockfish,4080,5347,1811,1,16
2015,2015,1,W and C,Other Rockfish,1031,,1031,1,16
2015,2015,1,WYK,Other Rockfish,580,,580,1,16
2015,2015,1,Total (GW),Atka Mackerel,4700,6200,2000,1,17
2015,2015,1,C,Big Skates,1257,,1257,1,18
2015,2015,1,E,Big Skates,1267,,1267,1,18
2015,2015,1,Total,Big Skates,3255,4340,3255,1,18
2015,2015,1,W,Big Skates,731,,731,1,18
2015,2015,1,C,Longnose Skates,2090,,2090,1,19
2015,2015,1,E,Longnose Skates,976,,976,1,19
2015,2015,1,Total,Longnose Skates,3218,4291,3218,1,19
2015,2015,1,W,Longnose Skates,152,,152,1,19
2015,2015,1,GW,Other Skates,2235,2980,2235,1,20
2015,2015,1,GW,Sharks,5989,7986,5989,1,21
2015,2015,1,GW,Octopus,1507,2009,1507,1,22
2015,2015,1,,Total,685597,870064,536158,1,23
2015,2015,1,GW,Sculpins,5569,7448,5569,1,24
2015,2015,1,GW,Squids,1148,1530,1148,1,25
2016,2016,1,Chirikof (620),Pollock,124927,,124927,1,1
2016,2016,1,Kodiak (630),Pollock,57183,,57183,1,1
2016,2016,1,SEO (650),Pollock,9920,13226,9920,1,1
2016,2016,1,Shumagin (610),Pollock,56494,,56494,1,1
2016,2016,1,Total,Pollock,264230,336084,257872,1,1
2016,2016,1,W/C/WYK (subtotal),Pollock,,322858,247952,1,1
2016,2016,1,WYK (640),Pollock,9348,,9348,1,1
2016,2016,1,C,Pacific cod,49312,,36984,1,2
2016,2016,1,E,Pacific cod,8785,,6589,1,2
2016,2016,1,Total,Pacific cod,98600,116700,71925,1,2
2016,2016,1,W,Pacific cod,40503,,28352,1,2
2016,2016,1,C,Sablefish,4023,,4023,1,3
2016,2016,1,E (WYK and SEO subtotal),Sablefish,3792,,3792,1,3
2016,2016,1,SEO,Sablefish,2317,,2317,1,3
2016,2016,1,Total,Sablefish,9087,10326,9087,1,3
2016,2016,1,W,Sablefish,1272,,1272,1,3
2016,2016,1,WYK,Sablefish,1475,,1475,1,3
2016,2016,1,C,Shallow-water Flatfish,19242,,19242,1,4
2016,2016,1,SEO,Shallow-water Flatfish,1094,,1094,1,4
2016,2016,1,Total,Shallow-water Flatfish,44364,54520,36763,1,4
2016,2016,1,W,Shallow-water Flatfish,20851,,13250,1,4
2016,2016,1,WYK,Shallow-water Flatfish,3177,,3177,1,4
2016,2016,1,C,Deep-water Flatfish,3495,,3495,1,5
2016,2016,1,SEO,Deep-water Flatfish,2548,,2548,1,5
2016,2016,1,Total,Deep-water Flatfish,9226,11102,9226,1,5
2016,2016,1,W,Deep-water Flatfish,186,,186,1,5
2016,2016,1,WYK,Deep-water Flatfish,2997,,2997,1,5
2016,2016,1,C,Rex Sole,4445,,4445,1,6
2016,2016,1,SEO,Rex Sole,967,,967,1,6
2016,2016,1,Total,Rex Sole,7493,9791,7493,1,6
2016,2016,1,W,Rex Sole,1315,,1315,1,6
2016,2016,1,WYK,Rex Sole,766,,766,1,6
2016,2016,1,C,Arrowtooth Flounder,107981,,75000,1,7
2016,2016,1,SEO,Arrowtooth Flounder,12656,,6900,1,7
2016,2016,1,Total,Arrowtooth Flounder,186188,219430,103300,1,7
2016,2016,1,W,Arrowtooth Flounder,28183,,14500,1,7
2016,2016,1,WYK,Arrowtooth Flounder,37368,,6900,1,7
2016,2016,1,C,Flathead Sole,20211,,15400,1,8
2016,2016,1,SEO,Flathead Sole,852,,852,1,8
2016,2016,1,Total,Flathead Sole,35020,42840,27832,1,8
2016,2016,1,W,Flathead Sole,11027,,8650,1,8
2016,2016,1,WYK,Flathead Sole,2930,,2930,1,8
2016,2016,1,C,Pacific Ocean Perch,17033,,17033,1,9
2016,2016,1,SEO,Pacific Ocean Perch,1820,2118,1820,1,9
2016,2016,1,Total,Pacific Ocean Perch,24437,28431,24437,1,9
2016,2016,1,W,Pacific Ocean Perch,2737,,2737,1,9
2016,2016,1,W/C/WYK,Pacific Ocean Perch,22617,26313,22617,1,9
2016,2016,1,WYK,Pacific Ocean Perch,2847,,2847,1,9
2016,2016,1,C,Northern Rockfish,3547,,3547,1,10
2016,2016,1,E,Northern Rockfish,,,0,1,10
2016,2016,1,Total,Northern Rockfish,4004,4783,4004,1,10
2016,2016,1,W,Northern Rockfish,457,,457,1,10
2016,2016,1,C,Shortraker Rockfish,301,,301,1,11
2016,2016,1,E,Shortraker Rockfish,947,,947,1,11
2016,2016,1,Total,Shortraker Rockfish,1286,1715,1286,1,11
2016,2016,1,W,Shortraker Rockfish,38,,38,1,11
2016,2016,1,C,Dusky Rockfish (pelagic shelf rockfish),4147,,4147,1,12
2016,2016,1,SEO,Dusky Rockfish (pelagic shelf rockfish),91,,91,1,12
2016,2016,1,Total,Dusky Rockfish (pelagic shelf rockfish),4686,5733,4686,1,12
2016,2016,1,W,Dusky Rockfish (pelagic shelf rockfish),173,,173,1,12
2016,2016,1,WYK,Dusky Rockfish (pelagic shelf rockfish),275,,275,1,12
2016,2016,1,C,Rougheye and Blackspotted Rockfish,707,,707,1,13
2016,2016,1,E,Rougheye and Blackspotted Rockfish,516,,516,1,13
2016,2016,1,Total,Rougheye and Blackspotted Rockfish,1328,1596,1328,1,13
2016,2016,1,W,Rougheye and Blackspotted Rockfish,105,,105,1,13
2016,2016,1,SEO,Demersal Shelf Rockfish,231,364,231,1,14
2016,2016,1,C,Thornyhead Rockfish,988,,988,1,15
2016,2016,1,E,Thornyhead Rockfish,682,,682,1,15
2016,2016,1,Total (GW),Thornyhead Rockfish,1961,2615,1961,1,15
2016,2016,1,W,Thornyhead Rockfish,291,,291,1,15
2016,2016,1,SEO,Other Rockfish,3665,,200,1,16
2016,2016,1,Total,Other Rockfish,5773,7424,2308,1,16
2016,2016,1,W and C,Other Rockfish,1534,,1534,1,16
2016,2016,1,WYK,Other Rockfish,574,,574,1,16
2016,2016,1,Total (GW),Atka Mackerel,4700,6200,2000,1,17
2016,2016,1,C,Big Skates,1850,,1850,1,18
2016,2016,1,E,Big Skates,1056,,1056,1,18
2016,2016,1,Total,Big Skates,3814,5086,3814,1,18
2016,2016,1,W,Big Skates,908,,908,1,18
2016,2016,1,C,Longnose Skates,2513,,2513,1,19
2016,2016,1,E,Longnose Skates,632,,632,1,19
2016,2016,1,Total,Longnose Skates,3206,4274,3206,1,19
2016,2016,1,W,Longnose Skates,61,,61,1,19
2016,2016,1,GW,Other Skates,1919,2558,1919,1,20
2016,2016,1,GW,Sharks,4514,6020,4514,1,21
2016,2016,1,GW,Octopus,4878,6504,4878,1,22
2016,2016,1,,Total,727684,892964,590809,1,23
2016,2016,1,GW,Sculpins,5591,7338,5591,1,24
2016,2016,1,GW,Squids,1148,1530,1148,1,25
2017,2017,1,Chirikof (620),Pollock,98652,,98652,1,1
2017,2017,1,Kodiak (630),Pollock,48929,,48929,1,1
2017,2017,1,SEO (650),Pollock,9920,13226,9920,1,1
2017,2017,1,Shumagin (610),Pollock,43602,,43602,1,1
2017,2017,1,Total,Pollock,213689,249033,208595,1,1
2017,2017,1,W/C/WYK (subtotal),Pollock,,235807,198675,1,1
2017,2017,1,WYK (640),Pollock,7492,,7492,1,1
2017,2017,1,C,Pacific cod,44180,,33135,1,2
2017,2017,1,E,Pacific cod,7871,,5903,1,2
2017,2017,1,Total,Pacific cod,88342,105378,64442,1,2
2017,2017,1,W,Pacific cod,36291,,25404,1,2
2017,2017,1,C,Sablefish,4514,,4514,1,3
2017,2017,1,E (WYK and SEO subtotal),Sablefish,4211,,4211,1,3
2017,2017,1,SEO,Sablefish,2606,,2606,1,3
2017,2017,1,Total,Sablefish,10074,11885,10074,1,3
2017,2017,1,W,Sablefish,1349,,1349,1,3
2017,2017,1,WYK,Sablefish,1605,,1605,1,3
2017,2017,1,C,Shallow-water Flatfish,19306,,19306,1,4
2017,2017,1,SEO,Shallow-water Flatfish,1099,,1099,1,4
2017,2017,1,Total,Shallow-water Flatfish,44514,54583,36843,1,4
2017,2017,1,W,Shallow-water Flatfish,20921,,13250,1,4
2017,2017,1,WYK,Shallow-water Flatfish,3188,,3188,1,4
2017,2017,1,C,Deep-water Flatfish,3454,,3454,1,5
2017,2017,1,SEO,Deep-water Flatfish,2565,,2565,1,5
2017,2017,1,Total,Deep-water Flatfish,9292,11182,9292,1,5
2017,2017,1,W,Deep-water Flatfish,256,,256,1,5
2017,2017,1,WYK,Deep-water Flatfish,3017,,3017,1,5
2017,2017,1,C,Rex Sole,4930,,4930,1,6
2017,2017,1,SEO,Rex Sole,1072,,1072,1,6
2017,2017,1,Total,Rex Sole,8311,10860,8311,1,6
2017,2017,1,W,Rex Sole,1459,,1459,1,6
2017,2017,1,WYK,Rex Sole,850,,850,1,6
2017,2017,1,C,Arrowtooth Flounder,107934,,75000,1,7
2017,2017,1,SEO,Arrowtooth Flounder,12654,,6900,1,7
2017,2017,1,Total,Arrowtooth Flounder,186093,219327,103300,1,7
2017,2017,1,W,Arrowtooth Flounder,28100,,14500,1,7
2017,2017,1,WYK,Arrowtooth Flounder,37405,,6900,1,7
2017,2017,1,C,Flathead Sole,20339,,15400,1,8
2017,2017,1,SEO,Flathead Sole,857,,857,1,8
2017,2017,1,Total,Flathead Sole,35243,43128,27856,1,8
2017,2017,1,W,Flathead Sole,11098,,8650,1,8
2017,2017,1,WYK,Flathead Sole,2949,,2949,1,8
2017,2017,1,C,Pacific Ocean Perch,16671,,16671,1,9
2017,2017,1,SEO,Pacific Ocean Perch,1782,2073,1782,1,9
2017,2017,1,Total,Pacific Ocean Perch,23918,27826,23918,1,9
2017,2017,1,W,Pacific Ocean Perch,2679,,2679,1,9
2017,2017,1,W/C/WYK,Pacific Ocean Perch,22136,25753,22136,1,9
2017,2017,1,WYK,Pacific Ocean Perch,2786,,2786,1,9
2017,2017,1,C,Northern Rockfish,3354,,3354,1,10
2017,2017,1,E,Northern Rockfish,,,0,1,10
2017,2017,1,Total,Northern Rockfish,3790,4522,3786,1,10
2017,2017,1,W,Northern Rockfish,432,,432,1,10
2017,2017,1,C,Shortraker Rockfish,301,,301,1,11
